no,page,title,subtitle,author,price,pages,pub_date,bookcode,url,cover
125,9,"이펙티브 파이썬, 개정3판 Effective Python 3rd","더 명확하고, 더 안전하고, 더 파이썬다운 코드를 작성하는 실전 가이드 125","브렛 슬라킨,오현석","42,000",720,2026.02.27,BN004744,https://www.gilbut.co.kr/book/view?bookcode=BN004744,https://gimg.gilbut.co.kr/book/BN004744/rn_view_BN004744.jpg
126,9,IT 인프라,,이찬우,"33,000",488,2026.02.27,BN004733,https://www.gilbut.co.kr/book/view?bookcode=BN004733,https://gimg.gilbut.co.kr/book/BN004733/rn_view_BN004733.jpg
127,9,2026 시나공 정보처리산업기사 실기 기본서,,"길벗알앤디,김정준","33,000",768,2026.02.27,BN004729,https://www.gilbut.co.kr/book/view?bookcode=BN004729,https://gimg.gilbut.co.kr/book/BN004729/rn_view_BN004729.jpg
128,9,2026 시나공 정보처리기사 실기 기본서,,"길벗알앤디,김정준","40,000",1300,2026.02.27,BN004728,https://www.gilbut.co.kr/book/view?bookcode=BN004728,https://gimg.gilbut.co.kr/book/BN004728/rn_view_BN004728.jpg
129,9,생성형 AI 완전 정복,"프롬프트 엔지니어링부터 LLM, RAG, 미드저니, 달리, 스테이블 디퓨전, 소라, Veo 2, n8n,  CrewAI, AutoGen, AI 에이전트 자동화까지 한 권으로 끝내는 생성형 AI 끝판왕!","정재민,송민호,이지성,윤슬,허수영,김혜원,권순률,박은지 입문||초급","33,000",400,2026.02.20,BN004741,https://www.gilbut.co.kr/book/view?bookcode=BN004741,https://gimg.gilbut.co.kr/book/BN004741/rn_view_BN004741.jpg
130,9,달러 투자 무작정 따라하기,"달러, 원화, 엔화 그리고 스테이블코인까지!",박성현,"25,000",316,2026.02.20,BN004732,https://www.gilbut.co.kr/book/view?bookcode=BN004732,https://gimg.gilbut.co.kr/book/BN004732/rn_view_BN004732.jpg
131,9,이토록 인간적인 능력,"경험 빈곤의 시대, 삶의 주도권을 지키는 12가지 힘","그레이엄 리,안진이","22,000",420,2026.02.19,BN004743,https://www.gilbut.co.kr/book/view?bookcode=BN004743,https://gimg.gilbut.co.kr/book/BN004743/rn_view_BN004743.jpg
132,9,최상위권의 생기부,최고의 입시컨설턴트가 엄선하고 분석한 최상위 대학 합격자의 생기부 23,"정성민,김혜린,임혁기","45,000",700,2026.02.13,BN004730,https://www.gilbut.co.kr/book/view?bookcode=BN004730,https://gimg.gilbut.co.kr/book/BN004730/rn_view_BN004730.jpg
133,9,한 걸음 앞선 일잘러가 지금 꼭 알아야 할 바이브 코딩 with 커서,"웹 명함 제작부터 사내 스터디 관리 플랫폼까지 커서, n8n, MCP로 완성하는 나의 첫 바이브 코딩 올인원 실습서",김태헌(퇴근후딴짓),"30,000",388,2026.02.10,BN004734,https://www.gilbut.co.kr/book/view?bookcode=BN004734,https://gimg.gilbut.co.kr/book/BN004734/rn_view_BN004734.jpg
134,9,프리미어 프로 + 애프터 이펙트 CC 2026 무작정 따라하기,,"전은재,민지영,문수민,앤미디어","27,000",496,2026.02.10,BN004731,https://www.gilbut.co.kr/book/view?bookcode=BN004731,https://gimg.gilbut.co.kr/book/BN004731/rn_view_BN004731.jpg
135,9,2026 시나공 정보처리기사 실기 기출문제집,,길벗알앤디,"23,000",408,2026.02.09,BN004721,https://www.gilbut.co.kr/book/view?bookcode=BN004721,https://gimg.gilbut.co.kr/book/BN004721/rn_view_BN004721.jpg
136,10,팀장의 탄생,실리콘밸리식 팀장 수업,"줄리주오,김고명","22,000",372,2026.02.06,BN004822,https://www.gilbut.co.kr/book/view?bookcode=BN004822,https://gimg.gilbut.co.kr/book/BN004822/rn_view_BN004822.jpg
137,10,일본어 마스터 1500,,오현숙 중급||고급,"29,500",672,2026.02.05,BN004710,https://www.gilbut.co.kr/book/view?bookcode=BN004710,https://gimg.gilbut.co.kr/book/BN004710/rn_view_BN004710.jpg
138,10,AI 자율학습 클로드 코드·코덱스 CLI·제미나이 CLI 완전 활용법,한 권으로 끝내는 AI 터미널 도구 3대장 바이브 코딩,Dave Lee,"32,000",480,2026.02.02,BN004724,https://www.gilbut.co.kr/book/view?bookcode=BN004724,https://gimg.gilbut.co.kr/book/BN004724/rn_view_BN004724.jpg
139,10,2026 시나공 정보처리기사 필기 총정리,,길벗알앤디,"29,000",424,2026.02.02,BN004714,https://www.gilbut.co.kr/book/view?bookcode=BN004714,https://gimg.gilbut.co.kr/book/BN004714/rn_view_BN004714.jpg
140,10,2026 시나공 프로그래밍기능사 실기 기본서,,길벗알앤디,"21,000",432,2026.02.02,BN004719,https://www.gilbut.co.kr/book/view?bookcode=BN004719,https://gimg.gilbut.co.kr/book/BN004719/rn_view_BN004719.jpg
141,10,주식투자 무작정 따라하기,,윤재수,"25,000",430,2026.01.30,BN004722,https://www.gilbut.co.kr/book/view?bookcode=BN004722,https://gimg.gilbut.co.kr/book/BN004722/rn_view_BN004722.jpg
142,10,부동산 경매 무작정 따라하기,남들보다 싸게 내 집 마련하는 법부터 든든한 임대 수익 만드는 투자 전략까지!,이현정,"25,000",408,2026.01.30,BN004720,https://www.gilbut.co.kr/book/view?bookcode=BN004720,https://gimg.gilbut.co.kr/book/BN004720/rn_view_BN004720.jpg
143,10,완벽하지 않은 것이 살아남는다,대전환의 시대를 건너는 진화론적 생존 법칙,"대니얼 R. 브룩스,살바토레 J. 에이고스타,장혜인","25,000",488,2026.01.28,BN004716,https://www.gilbut.co.kr/book/view?bookcode=BN004716,https://gimg.gilbut.co.kr/book/BN004716/rn_view_BN004716.jpg
144,10,나는 물리학으로 세상을 다르게 본다,사소한 순간에 마주친 뜻밖의 물리학,"하시모토 고지,정문주","18,000",284,2026.01.21,BN004723,https://www.gilbut.co.kr/book/view?bookcode=BN004723,https://gimg.gilbut.co.kr/book/BN004723/rn_view_BN004723.jpg
145,10,그건 내 마음이 아니야,조용한 아이의 마음에 피어나는 첫 번째 용기,"바티스트 보리외,최은아,친 렁","18,000",40,2026.01.21,BN004713,https://www.gilbut.co.kr/book/view?bookcode=BN004713,https://gimg.gilbut.co.kr/book/BN004713/rn_view_BN004713.jpg
146,10,"우리, 프로그래머들",AI 시대에 잊혀 가는 ‘프로그래머 정신’을 다시 깨우다,"로버트 C. 마틴,최희철","31,000",512,2026.01.20,BN004726,https://www.gilbut.co.kr/book/view?bookcode=BN004726,https://gimg.gilbut.co.kr/book/BN004726/rn_view_BN004726.jpg
147,10,감각 있는 일잘러의 IT 지식,"생성 AI 툴만 쓰면 반쪽,  IT를 알아야 완성되는 실무 감각","이원진,이지민,송지민","22,000",288,2026.01.20,BN004718,https://www.gilbut.co.kr/book/view?bookcode=BN004718,https://gimg.gilbut.co.kr/book/BN004718/rn_view_BN004718.jpg
148,10,포토샵+일러스트레이터 CC 2026 무작정 따라하기,,"문수민,민지영,전은재,앤미디어","26,000",512,2026.01.20,BN004709,https://www.gilbut.co.kr/book/view?bookcode=BN004709,https://gimg.gilbut.co.kr/book/BN004709/rn_view_BN004709.jpg
149,10,최신판 시나공 사무자동화산업기사 필기 총정리,,길벗알앤디,"20,000",276,2026.01.19,BN004706,https://www.gilbut.co.kr/book/view?bookcode=BN004706,https://gimg.gilbut.co.kr/book/BN004706/rn_view_BN004706.jpg
150,10,2026 시나공 ADsP 데이터분석 준전문가 기출문제의 재구성,,이상미,"25,000",316,2026.01.19,BN004712,https://www.gilbut.co.kr/book/view?bookcode=BN004712,https://gimg.gilbut.co.kr/book/BN004712/rn_view_BN004712.jpg
